PTHA,PSTA,PLEB,PREB,PKAC,PACC,PHED,PSPD,PPOE,PBRE,PEYE,PFSH,PLSH,PMSH,PRSH,PSSH,RATH,PCTH,PAGI,PSKI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PHCL,SPSL,HELM,PHAN,PLHN,PRHN,PSLO,PTTO,PLFP,PTHP,PJMP,PCAR,PKPR,PSTR,PAWR,PDIS,PVIS,PFJS,PPOS,PLWS,PRWS,MRCT,PHGT,PWGT,PSLT
0,19,11,11,1,20,2,25,22,0,0,-1,0,-1,0,4,0,12,21,5,18,3,1,2,0,2,0,0,0,2,0,2,2,1,0,0,0,16,2,0,0,1,6,0,0,3,6,6,1,72,19,0
0,20,0,0,0,17,14,13,26,0,1,1,0,3,0,3,0,3,12,5,14,13,0,2,1,4,0,0,1,0,0,2,2,0,0,0,0,9,2,0,10,7,2,1,0,13,6,6,1,76,70,2
0,10,8,11,0,13,14,13,12,0,0,0,0,2,0,2,0,5,15,4,2,0,2,0,0,9,3,0,2,0,0,2,2,0,0,0,0,2,6,0,4,0,2,1,0,1,10,6,0,71,49,2
0,6,11,11,0,0,5,0,20,0,1,2,0,4,0,1,0,0,0,4,6,0,11,17,0,10,0,0,3,1,0,2,2,0,0,0,0,0,0,0,24,4,4,0,0,8,0,0,0,74,178,2
0,16,11,0,0,13,3,11,22,0,0,0,0,3,0,2,0,6,9,4,16,10,4,5,0,11,7,0,4,0,0,2,2,0,0,0,0,12,5,0,13,7,6,1,0,10,6,6,1,74,66,2
0,11,0,0,0,1,13,0,16,1,0,1,0,5,0,2,0,2,4,1,12,0,14,11,0,7,0,0,5,0,0,2,2,0,0,0,0,0,0,0,16,4,1,0,0,8,0,0,0,75,128,2
0,13,8,11,0,3,4,2,15,1,0,2,0,2,0,1,0,1,5,6,17,1,15,12,0,4,0,0,6,1,0,2,2,1,0,0,0,0,0,0,19,8,0,0,0,8,10,7,1,76,127,1
0,13,0,0,0,12,5,12,15,0,1,-1,0,-1,0,4,0,4,14,6,13,6,0,0,0,11,2,0,7,0,0,2,2,0,0,0,0,16,2,0,4,5,3,1,0,17,6,6,0,72,10,2
0,16,0,0,9,2,12,0,12,0,0,-1,0,-1,0,4,0,1,0,7,16,3,0,0,0,7,0,2,8,1,0,0,0,0,0,0,0,2,0,2,0,7,4,0,0,19,0,0,0,70,5,2
16,11,0,0,0,11,7,10,18,1,1,0,0,0,0,3,0,0,8,1,10,0,1,0,0,1,1,0,9,2,0,0,0,1,0,0,17,5,4,0,1,0,5,0,1,0,0,0,0,72,26,0
0,31,0,0,15,0,4,3,9,1,0,-1,0,-1,0,4,0,0,0,0,30,0,2,2,0,1,0,2,10,0,0,0,0,0,0,0,0,2,0,13,1,4,4,0,0,19,6,6,0,71,21,2
0,14,0,0,0,13,4,9,14,1,0,0,0,0,0,3,0,3,13,4,10,9,0,0,0,7,1,0,11,2,0,2,2,0,2,0,0,11,3,0,7,1,2,1,0,17,6,6,0,73,40,2
0,12,0,0,0,0,14,2,11,0,0,3,0,4,0,0,0,1,2,4,4,0,12,13,0,4,0,0,12,0,0,1,1,0,0,0,0,0,0,0,14,3,6,0,0,8,6,6,0,76,144,2
2,7,0,0,0,12,0,10,12,1,1,0,0,4,0,4,0,2,9,0,8,0,7,8,0,10,3,2,13,1,0,2,2,0,0,0,0,12,3,4,5,2,2,0,0,4,0,0,0,75,70,2
0,10,4,4,0,4,13,0,14,1,0,2,0,4,0,4,0,1,0,1,8,1,11,11,0,7,0,2,14,2,0,0,0,0,0,0,0,0,0,0,16,2,1,0,0,7,5,5,0,76,119,2
0,17,0,0,17,1,7,0,17,0,1,0,0,0,0,4,0,0,1,0,15,0,1,0,0,1,0,4,15,0,0,0,0,1,0,0,0,0,0,12,1,7,2,0,0,19,0,7,0,76,41,2
0,13,8,11,0,29,14,26,20,1,0,-1,1,-1,1,4,0,8,19,5,13,0,0,0,0,7,7,3,16,2,0,2,2,0,0,0,0,11,8,0,4,3,0,1,0,1,10,6,1,70,17,2
0,13,0,0,1,18,5,17,17,0,0,-1,0,-1,0,4,0,3,17,3,10,0,2,2,0,1,0,1,17,1,0,2,2,0,2,0,0,16,1,0,2,5,3,1,0,16,6,6,1,71,23,2
0,16,8,0,0,10,1,12,14,0,0,-1,0,-1,0,4,0,6,11,3,14,5,1,1,0,11,2,0,18,0,0,2,2,1,0,0,0,11,2,0,4,2,0,0,0,15,10,7,0,75,24,2
0,16,8,0,0,18,5,13,16,0,0,0,0,2,0,3,0,7,12,5,30,0,0,2,0,2,8,0,19,0,0,2,2,2,2,0,0,9,7,0,5,7,6,0,0,1,10,6,0,70,40,2
0,12,11,11,0,13,14,15,12,0,0,0,0,0,0,4,0,7,13,4,2,2,1,0,0,1,1,0,20,2,0,2,2,0,0,0,0,14,3,0,3,7,5,1,0,3,0,0,0,70,32,2
1,31,10,10,15,3,5,4,9,0,1,0,0,4,0,4,0,1,1,0,13,0,0,1,0,1,0,3,21,0,0,0,0,0,0,0,0,0,0,14,0,5,5,0,0,20,0,0,0,70,66,2
0,12,11,0,0,19,5,22,9,1,0,-1,0,-1,0,4,0,3,15,5,10,0,1,0,0,9,6,0,22,1,0,2,2,0,0,0,0,10,6,0,2,2,1,1,0,1,0,0,0,69,19,2
2,9,0,0,0,11,0,10,10,1,1,0,0,3,0,2,0,10,5,0,22,0,8,12,0,7,7,4,23,0,0,0,0,0,0,0,0,9,8,4,7,2,2,0,0,4,0,0,0,74,60,2
1,13,11,11,0,22,1,26,18,0,0,-1,0,0,0,3,0,10,22,5,4,0,2,0,0,9,0,0,24,0,0,2,2,1,0,0,0,14,2,4,0,0,0,0,0,3,6,6,1,71,4,0
0,14,8,11,0,13,7,15,24,0,0,1,0,4,0,3,0,4,15,1,18,17,6,2,2,10,7,2,25,0,0,2,2,0,0,0,0,10,6,0,12,5,5,0,0,14,10,6,1,72,73,2
1,18,0,0,0,15,12,12,21,0,0,1,0,3,0,3,0,7,9,6,13,8,0,0,0,9,2,0,26,2,0,2,2,0,0,0,1,13,2,0,11,3,2,0,0,13,0,0,0,74,68,2
0,12,0,0,0,6,5,3,24,1,1,3,0,5,0,3,0,0,1,6,17,0,17,17,1,10,0,0,27,0,0,2,2,2,0,0,0,1,0,0,19,10,5,0,0,8,0,0,1,77,154,2
0,10,0,0,0,4,5,0,16,1,1,3,0,4,0,0,0,0,4,4,4,2,12,13,0,4,0,4,28,2,0,2,2,2,0,0,0,0,0,0,16,7,6,1,0,8,5,5,0,75,139,2
1,15,11,11,0,13,5,13,19,0,0,1,0,4,0,4,0,7,13,5,15,0,7,6,0,9,0,0,29,0,0,2,2,1,0,0,0,13,3,4,5,3,4,0,0,4,6,7,1,74,69,0
0,18,8,8,0,25,14,21,24,1,1,0,0,0,0,3,0,4,21,4,14,1,2,0,0,9,15,0,30,1,0,2,2,2,2,0,1,14,14,0,7,3,4,0,0,1,10,10,1,71,45,2
0,11,0,8,0,7,5,3,14,1,1,2,0,3,0,1,0,0,6,5,12,8,0,0,1,7,0,0,31,0,0,2,2,1,0,0,0,1,0,0,12,4,3,0,0,12,7,10,0,72,122,1
9,13,0,0,0,9,7,7,14,0,1,0,0,0,0,3,0,0,8,0,12,1,2,0,0,7,2,2,32,2,0,0,0,0,0,0,15,2,6,0,2,2,1,0,1,0,3,0,0,73,41,2
0,15,0,0,0,17,5,9,25,1,0,0,0,3,0,2,0,6,12,4,17,16,0,2,0,4,4,0,33,2,0,2,2,2,0,0,0,11,2,0,10,4,2,0,0,13,6,6,1,78,66,2
0,14,11,0,0,13,7,13,20,1,1,0,0,1,0,2,0,1,14,0,15,8,0,0,0,11,3,2,34,2,0,2,2,2,0,0,0,6,0,0,8,5,3,0,0,13,6,6,0,76,54,2
12,25,0,0,0,21,5,16,22,0,1,-1,0,-1,0,4,1,7,20,4,8,0,0,1,0,9,3,0,35,0,0,0,0,0,0,0,16,16,6,0,2,0,3,0,1,0,0,0,0,70,18,2
0,11,0,8,0,17,14,13,13,0,1,-1,0,-1,0,4,0,4,15,5,8,5,2,0,0,9,4,0,36,0,0,2,2,1,0,0,0,17,4,0,2,5,6,0,0,17,7,10,0,72,25,0
0,12,0,0,0,11,3,12,14,0,0,-1,0,1,0,2,0,0,9,4,8,9,0,0,0,9,1,0,37,0,0,2,2,0,2,0,0,14,3,0,7,5,3,0,0,17,0,0,0,73,36,2
0,7,0,0,0,2,14,5,10,1,0,2,0,4,0,2,0,0,4,6,16,9,1,0,0,9,0,3,38,0,0,2,2,2,0,0,0,0,0,0,13,2,5,0,0,12,0,0,0,73,121,2
0,14,11,11,0,10,14,6,18,0,1,1,1,4,1,3,0,4,11,5,10,0,2,2,0,9,7,0,39,2,0,2,2,0,0,0,0,10,5,0,6,1,6,0,0,2,6,6,0,71,89,2
0,22,8,0,0,16,3,17,20,1,1,0,0,1,0,1,0,8,13,5,15,10,2,1,0,7,1,0,40,0,0,2,2,2,2,0,0,16,3,0,8,4,6,1,0,17,10,6,1,76,50,2
0,14,11,0,0,17,0,12,11,0,1,-1,0,-1,0,4,0,0,13,4,12,0,0,0,0,7,0,0,41,2,0,2,2,2,0,0,0,12,0,4,1,1,6,1,0,16,0,0,0,71,23,2
0,11,8,8,0,10,3,12,19,0,1,1,0,4,0,4,0,0,10,4,10,13,0,0,0,9,0,0,42,1,0,2,2,0,0,0,0,6,0,0,14,3,0,0,0,10,10,10,1,74,99,2
0,16,11,11,0,13,0,15,15,1,1,0,0,1,0,3,0,7,14,5,8,0,1,0,0,7,8,0,43,0,0,2,2,1,0,0,1,8,8,0,5,2,4,0,0,1,0,0,0,69,44,1
19,16,8,11,0,5,14,4,14,0,0,0,0,2,0,2,0,2,4,4,4,2,2,2,0,11,3,0,44,0,0,0,0,0,0,0,25,7,5,0,4,8,2,0,4,0,10,6,1,76,53,2
0,19,11,0,0,13,14,13,16,1,0,1,0,3,0,3,0,9,10,3,12,0,6,7,0,7,3,0,45,0,0,1,1,1,0,0,0,13,3,0,4,7,2,0,0,4,0,0,0,75,75,0
0,14,11,11,0,12,12,12,12,0,1,1,0,4,0,3,0,10,9,4,4,1,8,12,0,9,2,0,46,0,0,2,2,0,2,0,0,11,4,4,8,4,4,0,0,4,6,6,1,74,84,2
0,16,0,0,0,20,14,18,20,1,1,0,0,0,0,2,0,1,17,5,10,0,1,0,0,9,0,0,47,0,0,2,2,0,0,0,0,18,2,0,1,1,2,0,0,16,6,6,0,71,31,2
0,9,0,0,1,13,0,13,10,0,0,-1,0,-1,0,4,0,7,9,5,16,0,1,3,0,11,7,0,48,0,0,2,2,0,0,0,2,12,8,0,2,1,0,0,0,3,0,0,0,74,20,2
13,28,0,0,0,17,2,17,25,0,0,0,0,0,0,3,1,10,17,5,18,0,0,0,0,1,4,0,49,2,0,0,0,0,0,0,20,16,4,0,3,5,4,0,1,0,0,0,0,76,27,2
0,7,10,10,0,4,2,4,14,0,0,0,0,3,0,3,0,0,1,6,8,0,11,13,0,10,0,0,50,2,0,2,2,1,0,0,0,5,6,0,12,3,3,0,0,9,6,6,0,76,113,0
0,13,0,8,1,15,5,18,20,1,0,-1,0,1,0,3,0,6,18,3,10,5,0,0,0,7,3,3,51,0,0,2,2,1,0,0,0,15,1,0,2,4,1,0,0,16,7,10,0,70,27,0
0,11,11,11,0,4,5,1,14,1,1,2,0,4,0,3,0,1,2,5,12,10,0,0,0,9,0,0,52,0,0,2,2,0,0,0,0,1,0,0,16,3,3,0,0,12,6,6,0,76,128,2
0,15,10,10,0,19,9,18,29,1,1,0,0,1,0,2,0,7,14,3,20,19,2,0,0,4,7,0,53,2,0,2,2,1,0,0,0,4,4,0,13,7,6,0,0,14,6,6,1,72,65,0
0,18,11,11,18,1,7,1,22,0,1,-1,0,-1,0,-1,0,0,0,2,15,2,1,0,0,1,0,2,54,0,0,0,0,1,0,0,0,0,0,18,0,4,3,0,0,19,0,0,0,69,0,2
0,13,11,0,0,14,5,15,11,0,1,0,0,0,0,4,0,3,14,1,2,6,0,0,0,7,1,0,55,0,0,2,2,1,0,0,0,12,2,0,3,2,4,1,0,17,7,0,0,71,34,1
0,13,8,0,0,13,14,14,15,0,1,0,2,0,2,4,0,5,13,6,10,3,3,0,0,2,8,0,56,0,0,2,2,0,0,0,1,4,8,0,5,0,6,1,0,1,10,6,0,69,37,2
0,9,8,8,0,9,5,7,9,0,0,1,2,4,2,3,0,1,5,5,4,11,1,2,0,4,0,0,57,0,0,0,0,0,0,0,0,4,0,0,15,11,6,0,0,10,10,10,0,76,96,2
0,13,8,0,0,14,14,11,13,1,1,0,0,0,0,2,0,8,13,5,10,1,4,1,0,7,11,0,58,2,0,2,2,0,0,0,0,9,11,0,7,2,0,0,0,1,10,6,1,66,43,2
0,11,0,0,0,5,3,2,16,1,1,3,0,4,0,1,0,2,0,5,4,0,10,15,0,9,0,0,59,0,0,0,0,0,0,0,0,1,0,0,22,1,4,0,0,9,6,6,0,77,174,2
0,12,8,8,0,6,12,6,17,0,0,1,0,4,0,4,0,0,4,5,6,10,0,0,0,9,0,0,60,2,0,2,2,0,0,0,0,4,0,0,12,4,0,1,0,12,10,10,0,74,114,2
0,19,8,8,1,24,1,22,24,1,0,0,0,0,0,4,0,15,18,4,12,3,1,3,0,1,3,0,61,2,0,2,2,0,0,0,2,22,4,4,2,5,5,1,0,3,10,10,1,75,31,2
0,16,0,0,0,17,14,14,19,0,0,0,0,3,0,2,0,8,17,6,14,0,4,1,0,9,15,3,62,1,0,2,2,1,2,0,0,5,13,0,10,8,0,0,0,1,6,6,1,72,61,0
0,11,0,0,0,1,13,0,8,0,1,3,0,3,0,1,0,0,0,7,0,0,10,9,0,4,0,4,63,0,0,2,2,0,0,0,0,1,0,0,13,5,3,0,0,5,6,6,0,78,129,2
