PTHA,PSTA,PLEB,PREB,PKAC,PACC,PHED,PSPD,PPOE,PBRE,PEYE,PFSH,PLSH,PMSH,PRSH,PSSH,RATH,PCTH,PAGI,PSKI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PHCL,SPSL,HELM,PHAN,PLHN,PRHN,PSLO,PTTO,PLFP,PTHP,PJMP,PCAR,PKPR,PSTR,PAWR,PDIS,PVIS,PFJS,PPOS,PLWS,PRWS,MRCT,PHGT,PWGT,PSLT
0,47,0,11,4,48,14,53,30,0,0,-1,0,0,0,4,0,36,49,4,46,12,4,8,0,7,0,2,0,0,0,5,5,0,0,0,0,44,11,0,0,4,4,0,0,3,6,6,1,72,19,0
0,48,0,0,0,45,2,38,14,0,0,0,0,1,0,3,0,12,36,3,40,38,0,8,0,4,0,0,1,0,0,5,5,0,0,0,0,30,11,0,32,25,2,0,0,13,6,6,1,76,70,0
0,32,0,0,0,38,12,38,12,0,0,0,0,2,0,2,0,19,40,4,8,0,8,0,0,11,12,0,2,0,0,4,4,1,0,0,0,8,25,0,16,0,4,0,0,1,6,6,0,71,49,1
0,22,11,2,0,0,0,0,6,0,0,4,1,5,1,-1,0,0,0,1,22,0,34,45,1,10,0,2,3,2,0,4,4,0,0,0,0,0,3,0,52,16,3,0,0,8,6,6,0,74,178,2
0,44,11,0,0,37,3,33,14,0,0,0,3,2,3,2,0,22,30,4,44,32,16,19,0,7,25,2,4,0,0,4,4,0,0,0,0,36,22,0,41,25,6,1,0,10,0,0,1,74,66,0
0,34,1,0,0,4,2,0,21,0,1,3,3,4,3,0,0,8,16,6,36,0,40,34,0,9,0,3,5,0,0,5,5,0,0,0,0,0,3,0,44,16,4,0,0,8,0,0,0,75,128,1
0,38,0,1,0,12,11,8,26,0,0,3,2,4,2,0,0,4,19,4,45,4,42,36,0,10,0,0,6,2,0,5,5,1,0,0,0,0,3,0,47,28,4,0,0,8,6,6,1,76,127,1
0,38,9,9,0,36,3,36,12,1,0,-1,1,-1,1,5,0,16,40,6,38,22,0,0,0,7,8,0,7,1,0,4,4,1,0,0,0,44,11,0,16,19,5,0,0,17,0,0,0,72,10,2
0,44,0,0,30,8,4,0,24,1,1,0,0,-1,0,5,0,4,0,7,44,12,0,0,0,2,0,0,8,1,1,0,0,1,0,0,0,8,3,8,0,25,1,0,0,19,0,0,0,70,5,2
44,34,0,0,0,34,0,32,6,0,0,-1,0,0,0,4,0,0,29,7,32,0,4,0,0,1,4,0,9,0,0,0,0,0,0,0,45,19,19,0,4,2,3,0,1,0,0,7,0,72,26,1
0,59,7,7,42,0,0,12,10,0,0,0,0,0,0,4,0,0,0,1,58,0,8,8,0,1,0,2,10,1,0,0,0,0,0,0,0,8,3,38,4,16,6,0,0,19,8,8,0,71,21,0
0,40,0,11,0,38,2,30,12,1,0,0,2,1,2,3,0,12,38,4,32,30,0,0,0,7,4,0,11,2,0,4,4,1,0,0,0,34,15,0,25,4,5,0,0,18,4,4,0,73,40,0
0,36,1,0,0,0,6,8,13,1,1,3,1,4,1,0,0,4,8,0,16,0,36,38,0,4,0,0,12,0,0,4,4,0,0,0,0,0,3,0,40,12,2,0,0,8,4,4,0,76,144,1
8,25,1,0,0,36,12,32,16,0,0,0,0,2,0,2,0,8,30,7,28,0,25,28,0,11,12,0,13,2,0,5,5,2,0,0,0,36,15,16,19,8,3,0,0,4,6,6,0,75,70,2
0,32,0,11,0,16,7,0,16,0,0,3,0,3,0,1,0,4,0,0,28,4,34,34,1,7,0,2,14,0,0,3,3,0,0,0,0,0,3,0,44,8,1,0,0,7,6,6,0,76,119,0
0,45,10,10,45,4,5,0,5,1,0,0,0,0,0,4,0,0,4,1,42,0,4,0,0,2,0,2,15,2,0,0,0,0,0,0,0,0,3,36,4,25,3,1,0,19,0,0,0,76,41,2
0,38,0,0,0,57,4,54,30,0,0,-1,0,0,0,4,0,28,45,6,38,0,0,0,0,7,25,2,16,1,0,4,4,0,0,0,0,34,31,0,16,12,3,0,0,1,0,0,1,70,17,0
0,38,9,9,4,46,14,45,19,0,0,-1,3,0,3,4,0,12,45,4,32,0,8,8,0,1,0,0,17,1,0,4,4,0,0,0,0,44,7,0,8,19,3,0,0,16,0,0,1,71,23,0
0,44,3,3,0,32,3,36,21,0,1,0,1,-1,1,5,0,22,34,4,40,19,4,4,0,10,8,0,18,2,0,5,5,0,0,0,0,34,11,0,16,8,6,1,0,15,6,6,0,75,24,2
0,44,0,0,0,46,14,38,23,0,0,0,0,2,0,2,0,25,34,3,58,0,0,8,0,11,28,0,19,0,1,5,5,0,0,1,0,30,28,0,19,25,4,0,0,1,6,6,0,70,40,1
0,36,9,9,0,38,14,42,17,1,1,0,1,1,1,3,0,25,38,3,8,8,4,0,0,1,4,0,20,0,1,4,4,0,0,0,0,40,15,0,12,25,3,0,0,3,6,6,0,70,32,0
4,59,10,10,42,12,0,16,30,0,0,1,0,3,0,1,0,4,4,1,38,0,0,4,0,2,0,2,21,0,0,0,0,0,0,0,0,0,3,40,0,19,1,1,0,20,0,0,0,70,66,1
0,36,0,0,0,47,11,50,5,0,1,0,1,1,1,3,0,12,40,0,32,0,4,0,0,2,22,2,22,3,0,2,2,0,0,0,0,32,25,0,8,8,5,0,0,1,0,0,0,69,19,0
8,30,0,2,0,34,11,32,14,0,1,0,1,2,1,2,0,32,19,2,50,0,28,36,0,2,25,0,23,3,1,4,4,1,0,0,0,30,31,16,25,8,5,1,0,4,0,0,0,74,60,0
4,38,0,0,0,50,1,54,11,1,1,-1,0,-1,0,5,0,32,50,3,16,0,8,0,0,2,0,2,24,2,0,5,5,0,0,0,0,40,11,16,0,0,5,1,0,3,6,6,1,71,4,0
0,40,9,9,0,38,12,42,13,1,0,1,0,3,0,1,0,16,42,5,46,45,22,8,0,4,25,0,25,1,0,4,4,2,0,0,0,32,25,0,36,19,4,0,0,14,6,6,1,72,73,2
