PTHA,PSTA,PLEB,PREB,PKAC,PACC,PHED,PSPD,PPOE,PBRE,PEYE,PFSH,PLSH,PMSH,PRSH,PSSH,RATH,PCTH,PAGI,PSKI,PINJ,PTAK,PPBK,PRBK,PNEK,PFMK,PBTK,PHCL,SPSL,HELM,PHAN,PLHN,PRHN,PSLO,PTTO,PLFP,PTHP,PJMP,PCAR,PKPR,PSTR,PAWR,PDIS,PVIS,PFJS,PPOS,PLWS,PRWS,MRCT,PHGT,PWGT,PSLT
0,19,11,11,1,20,7,25,22,1,0,-1,0,-1,0,4,0,12,21,1,22,3,1,2,0,1,0,2,0,0,0,2,2,0,0,0,0,16,2,0,0,1,6,1,0,3,0,0,1,72,19,2
0,20,11,11,0,17,2,13,26,1,0,1,0,3,0,3,0,3,12,4,18,13,0,2,0,4,0,0,1,0,0,2,2,0,0,0,0,9,2,0,10,7,2,1,0,13,6,6,1,76,70,2
0,10,11,0,0,13,3,13,12,0,0,0,0,2,0,2,0,5,15,3,11,0,2,0,0,7,3,0,2,0,0,2,2,2,0,0,0,2,6,0,4,0,2,1,0,1,6,6,0,71,49,2
0,6,0,0,0,0,14,0,20,0,1,2,1,4,1,1,0,0,0,6,13,0,11,17,0,11,0,0,3,1,0,2,2,0,0,0,0,0,0,0,24,4,4,0,0,8,5,5,0,74,178,2
0,16,0,0,0,13,2,11,22,0,0,0,0,3,0,2,0,6,9,3,20,10,4,5,0,4,7,3,4,0,0,2,2,1,0,0,0,12,5,0,10,7,6,0,0,10,6,6,1,74,66,1
0,11,0,0,0,1,7,0,16,1,0,1,0,5,0,2,0,2,4,2,16,0,14,11,0,3,0,2,5,0,0,2,2,0,0,0,0,0,0,0,16,4,1,0,0,8,6,6,0,75,128,2
0,13,0,0,0,3,4,2,15,0,1,2,0,2,0,1,0,1,5,6,21,1,15,12,0,11,0,0,6,1,0,2,2,2,0,0,0,0,0,0,19,8,0,0,0,8,6,6,1,76,127,2
0,13,11,11,0,12,14,12,15,1,1,-1,0,-1,0,4,0,4,14,3,17,6,0,0,0,1,2,0,7,0,0,2,2,0,0,0,0,16,2,0,4,5,3,0,0,17,0,0,0,72,10,2
0,16,10,10,9,2,7,0,12,1,0,-1,0,-1,0,4,0,1,0,7,20,3,0,0,0,7,0,4,8,0,0,0,0,0,0,0,0,2,0,11,0,7,4,0,0,19,0,0,0,70,5,2
16,11,8,11,0,11,7,10,18,0,0,0,0,0,0,3,0,0,8,1,15,0,1,0,0,2,1,4,9,0,0,0,0,0,0,0,17,5,4,0,1,0,5,0,1,0,10,6,0,72,26,2
0,31,0,0,15,0,5,3,9,0,1,-1,0,-1,0,4,0,0,0,7,9,0,2,2,0,7,0,2,10,2,0,0,0,0,0,0,0,2,0,17,1,4,4,0,0,19,6,6,0,71,21,2
0,14,11,11,0,13,2,9,14,1,1,0,0,0,0,3,0,3,13,5,15,9,0,0,0,1,1,2,11,0,0,2,2,0,2,0,0,11,3,0,7,1,2,0,0,17,6,6,0,73,40,2
0,12,0,0,0,0,4,2,11,0,0,3,0,4,0,0,0,1,2,0,12,0,12,13,0,10,0,2,12,0,0,1,1,0,0,0,0,0,0,0,14,3,6,0,0,8,6,6,0,76,144,2
2,7,11,11,0,12,7,10,12,0,1,0,0,4,0,4,0,2,9,0,14,0,7,8,0,9,3,2,13,2,0,2,2,0,0,0,0,12,3,1,5,2,2,0,0,4,5,5,0,75,70,2
0,10,0,0,0,4,4,0,14,0,1,2,0,4,0,4,0,1,0,6,14,1,11,11,1,9,0,0,14,0,0,0,0,1,0,0,0,0,0,0,16,2,1,0,0,7,6,6,0,76,119,2
0,17,0,0,17,1,7,0,17,1,0,0,0,0,0,4,0,0,1,0,19,0,1,0,0,7,0,2,15,0,0,0,0,0,0,0,0,0,0,16,1,7,2,0,0,19,0,0,0,76,41,2
0,13,11,0,0,29,14,26,20,1,0,-1,0,-1,0,4,0,8,19,3,17,0,0,0,0,11,7,0,16,2,0,2,2,0,0,0,0,11,8,0,4,3,0,0,0,1,6,6,1,70,17,2
0,13,11,11,1,18,14,17,17,1,0,-1,0,-1,0,4,0,3,17,6,15,0,2,2,0,1,0,0,17,0,0,2,2,0,2,0,0,16,1,0,2,5,3,0,0,16,0,0,1,71,23,2
0,16,11,11,0,10,14,12,14,0,0,-1,0,-1,0,4,0,6,11,3,18,5,1,1,0,10,2,0,18,0,0,2,2,2,0,0,0,11,2,0,4,2,0,0,0,15,6,6,0,75,24,2
0,16,11,11,0,18,14,13,16,0,1,0,0,2,0,3,0,7,12,4,9,0,0,2,0,11,8,0,19,0,0,2,2,0,2,0,0,9,7,0,5,7,6,0,0,1,6,6,0,70,40,2
0,12,8,11,0,13,3,15,12,0,1,0,0,0,0,4,0,7,13,6,11,2,1,0,0,7,1,0,20,2,0,2,2,0,0,0,0,14,3,0,3,7,5,0,0,3,10,6,0,70,32,2
1,31,0,0,15,3,5,4,9,1,1,0,0,4,0,4,0,1,1,1,17,0,0,1,0,1,0,2,21,2,0,0,0,0,0,0,0,0,0,18,0,5,5,0,0,20,0,0,0,70,66,2
0,12,0,0,0,19,5,22,9,1,1,-1,0,-1,0,4,0,3,15,5,15,0,1,0,0,7,6,0,22,1,0,2,2,1,0,0,0,10,6,0,2,2,1,1,0,1,6,7,0,69,19,0
2,9,8,8,0,11,7,10,10,0,1,0,1,3,1,2,0,10,5,2,6,0,8,12,0,9,7,2,23,2,0,0,0,1,0,0,0,9,8,1,7,2,2,0,0,4,10,10,0,74,60,1
1,13,8,8,0,22,5,26,18,1,0,-1,0,0,0,3,0,10,22,6,12,0,2,0,0,11,0,0,24,0,0,2,2,0,0,0,0,14,2,1,0,0,0,0,0,3,10,10,1,71,4,2
0,14,11,0,0,13,14,15,24,1,1,1,0,4,0,3,0,4,15,5,22,17,6,2,0,7,7,3,25,1,0,2,2,2,0,0,0,10,6,0,12,5,5,0,0,14,6,6,1,72,73,2
1,18,0,0,0,15,14,12,21,0,0,1,0,3,0,3,0,7,9,3,17,8,0,0,0,7,2,0,26,0,0,2,2,0,0,0,1,13,2,0,11,3,2,0,0,13,6,6,0,74,68,2
0,12,0,0,0,6,7,3,24,0,1,3,0,5,0,3,0,0,1,1,21,0,17,17,0,4,0,0,27,2,0,2,2,1,0,0,0,1,0,0,19,10,5,0,0,8,7,0,1,77,154,1
0,10,0,0,0,4,2,0,16,0,0,3,0,4,0,0,0,0,4,7,12,2,12,13,0,11,0,2,28,0,0,2,2,0,0,0,0,0,0,0,16,7,6,0,0,8,5,5,0,75,139,2
1,15,0,0,0,13,7,13,19,0,0,1,0,4,0,4,0,7,13,2,19,0,7,6,0,9,0,1,29,1,0,2,2,2,0,0,0,13,3,1,5,3,4,0,0,4,6,6,1,74,69,2
0,18,11,11,0,25,12,21,24,0,1,0,1,0,1,3,0,4,21,4,18,1,2,0,0,11,15,0,30,2,0,2,2,0,2,0,1,14,14,0,7,3,4,0,0,1,6,6,1,71,45,2
0,11,8,0,0,7,14,3,14,1,1,2,0,3,0,1,0,0,6,6,16,8,0,0,0,11,0,0,31,0,0,2,2,2,0,0,0,1,0,0,12,4,3,1,0,12,10,6,0,72,122,2
9,13,10,10,0,9,2,7,14,0,1,0,0,0,0,3,0,0,8,3,16,1,2,0,0,1,2,0,32,1,0,0,0,2,0,0,15,2,6,0,2,2,1,0,1,0,0,0,0,73,41,2
0,15,11,11,0,17,7,9,25,1,0,0,0,3,0,2,0,6,12,1,21,16,0,2,0,10,4,2,33,0,0,2,2,0,0,0,0,11,2,0,10,4,2,0,0,13,6,6,1,78,66,2
0,14,8,11,0,13,5,13,20,1,1,0,0,1,0,2,0,1,14,7,19,8,0,0,0,4,3,3,34,2,0,2,2,0,0,0,0,6,0,0,8,5,3,0,0,13,10,6,0,76,54,2
12,25,0,0,0,21,1,16,22,0,1,-1,0,-1,0,4,1,7,20,3,14,0,0,1,0,1,3,0,35,1,0,0,0,1,0,0,16,16,6,0,2,0,3,0,1,0,6,6,0,70,18,0
0,11,11,11,0,17,9,13,13,1,0,-1,2,-1,2,4,0,4,15,4,14,5,2,0,0,9,4,0,36,0,0,2,2,0,0,0,0,17,4,0,2,5,6,1,0,17,0,0,0,72,25,2
0,12,10,10,0,11,14,12,14,0,0,-1,0,1,0,2,0,0,9,3,14,9,0,0,0,9,1,0,37,1,0,2,2,0,2,0,0,14,3,0,7,5,3,1,0,17,5,5,0,73,36,2
0,7,0,0,0,2,7,5,10,0,1,2,0,4,0,2,0,0,4,2,20,9,1,0,0,7,0,2,38,1,0,2,2,1,0,0,0,0,0,0,13,2,5,0,0,12,7,0,0,73,121,2
0,14,11,0,0,10,11,6,18,1,1,1,0,4,0,3,0,4,11,5,15,0,2,2,1,9,7,0,39,0,0,2,2,0,0,0,0,10,5,0,6,1,6,0,0,2,6,6,0,71,89,2
0,22,11,11,0,16,2,17,20,1,1,0,0,1,0,1,0,8,13,5,19,10,2,1,0,7,1,0,40,0,0,2,2,1,2,0,0,16,3,0,8,4,6,0,0,17,0,0,1,76,50,1
0,14,11,11,0,17,14,12,11,1,1,-1,0,-1,0,4,0,0,13,4,16,0,0,0,0,2,0,0,41,2,0,2,2,0,0,0,0,12,0,1,1,1,6,0,0,16,6,6,0,71,23,2
0,11,11,11,0,10,3,12,19,1,0,1,0,4,0,4,0,0,10,2,15,13,0,0,0,4,0,2,42,0,0,2,2,1,0,0,0,6,0,0,11,3,0,0,0,10,0,0,1,74,99,0
0,16,0,0,0,13,14,15,15,1,1,0,0,1,0,3,0,7,14,5,14,0,1,0,0,7,8,0,43,2,0,2,2,2,0,0,1,8,8,0,5,2,4,0,0,1,6,6,0,69,44,2
19,16,0,0,0,5,13,4,14,0,1,0,0,2,0,2,0,2,4,0,12,2,2,2,0,1,3,0,44,0,0,0,0,1,0,0,25,7,5,0,4,8,2,0,4,0,3,7,1,76,53,1
0,19,8,8,0,13,13,13,16,0,0,1,0,3,0,3,0,9,10,1,16,0,6,7,0,7,3,2,45,0,0,1,1,0,0,0,0,13,3,0,4,7,2,0,0,4,10,10,0,75,75,2
0,14,11,11,0,12,9,12,12,1,0,1,0,4,0,3,0,10,9,5,12,1,8,12,0,7,2,0,46,0,0,2,2,0,2,0,0,11,4,1,8,4,4,1,0,4,0,0,1,74,84,2
0,16,11,11,0,20,5,18,20,1,1,0,0,0,0,2,0,1,17,5,15,0,1,0,0,11,0,0,47,2,0,2,2,2,0,0,0,18,2,0,1,1,2,0,0,16,6,6,0,71,31,2
0,9,8,0,1,13,14,13,10,0,0,-1,0,-1,0,4,0,7,9,6,4,0,1,3,0,11,7,0,48,0,0,2,2,0,0,0,2,12,8,0,2,1,0,0,0,3,10,0,0,74,20,2
13,28,0,0,0,17,14,17,25,0,1,0,0,0,0,3,1,10,17,4,22,0,0,0,0,7,4,0,49,0,0,0,0,2,0,0,20,16,4,0,3,5,4,0,1,0,3,0,0,76,27,2
0,7,11,11,0,4,14,4,14,1,1,0,0,3,0,3,0,0,1,4,14,0,11,13,0,4,0,0,50,2,0,2,2,0,0,0,0,5,6,0,12,3,3,0,0,9,6,6,0,76,113,2
0,13,11,0,1,15,14,18,20,1,0,-1,0,1,0,3,0,6,18,4,15,5,0,0,0,9,3,0,51,0,0,2,2,1,0,0,0,15,1,0,2,4,1,0,0,16,6,7,0,70,27,2
