GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
600,8,5,0,3,5,3
750,12,15,0,3,5,3
780,14,10,0,3,5,3
1230,1,6,0,3,5,3
540,2,7,0,3,5,3
810,4,9,0,3,5,3
600,11,3,0,3,5,3
1260,7,5,0,4,5,4
870,2,11,0,4,5,4
1230,15,10,0,4,5,4
1260,9,6,0,4,5,4
690,8,13,0,4,4,4
660,14,4,0,4,5,4
630,3,1,0,4,5,4
1170,6,3,0,5,5,5
960,15,4,0,5,5,5
870,1,12,0,5,5,5
570,10,13,0,5,5,5
1260,9,11,0,5,5,5
810,8,14,0,5,5,5
570,5,2,0,5,5,5
810,3,5,0,6,5,6
810,4,10,0,6,5,6
780,9,14,0,6,5,6
1050,11,1,0,6,5,6
690,13,6,0,6,5,6
1080,12,2,0,6,5,6
630,15,8,0,6,5,6
1020,10,7,0,7,5,7
930,13,15,0,7,5,7
1020,5,14,0,7,5,7
720,2,9,0,7,5,7
630,12,6,0,7,5,7
900,8,3,0,7,4,7
1050,4,1,0,7,4,7
840,3,13,0,8,5,8
690,11,4,0,8,5,8
750,1,10,0,8,5,8
810,12,9,0,8,5,8
870,5,15,0,8,5,8
960,6,8,0,8,5,8
1110,14,2,0,8,5,8
1080,13,7,0,9,5,9
810,7,12,0,10,5,10
1110,2,1,0,11,4,11
600,14,13,0,11,5,11
1230,5,4,0,11,5,11
840,10,11,0,11,5,11
960,7,8,0,11,5,11
660,3,2,0,12,5,12
690,6,5,0,12,5,12
1140,9,8,0,12,4,12
570,15,14,0,12,5,12
660,11,12,0,12,5,12
1110,6,7,0,13,5,13
660,13,12,0,13,5,13
600,4,3,0,13,5,13
540,10,9,0,13,5,13
690,1,15,0,13,5,13
1110,7,11,0,14,5,14
960,7,13,1,3,5,3
900,5,14,1,3,5,3
690,6,11,1,3,3,3
630,8,15,1,3,5,3
990,12,10,1,3,5,3
930,9,4,1,3,5,3
1170,3,1,1,3,5,3
1170,14,10,1,4,5,4
750,15,2,1,4,5,4
1050,9,6,1,4,5,4
870,13,4,1,4,5,4
1080,12,3,1,4,5,4
900,8,11,1,4,5,4
1200,1,5,1,4,5,4
960,6,13,1,5,5,5
870,4,12,1,5,4,5
930,9,7,1,5,5,5
690,14,2,1,5,5,5
810,11,1,1,5,5,5
1230,10,3,1,5,5,5
630,5,15,1,5,5,5
750,3,5,1,6,5,6
630,15,7,1,6,5,6
720,12,9,1,6,5,6
570,1,14,1,6,5,6
1080,4,11,1,6,4,6
1050,2,6,1,6,5,6
930,10,8,1,6,5,6
600,13,5,1,7,5,7
1020,11,2,1,7,4,7
1050,12,8,1,7,5,7
540,1,10,1,7,4,7
1200,6,15,1,7,4,7
780,7,4,1,7,5,7
1200,3,9,1,7,5,7
900,13,3,1,8,5,8
1260,15,12,1,8,5,8
1260,2,8,1,8,5,8
780,9,14,1,8,5,8
840,7,1,1,8,5,8
780,10,6,1,8,4,8
690,5,11,1,8,5,8
690,2,7,1,9,5,9
870,14,4,1,9,5,9
930,8,13,1,9,5,9
630,4,5,1,11,5,11
810,14,13,1,11,5,11
1200,7,8,1,11,3,11
1260,11,10,1,11,5,11
930,2,1,1,11,4,11
720,15,14,1,12,5,12
1110,11,12,1,12,5,12
630,3,2,1,12,5,12
630,5,6,1,12,5,12
1140,8,9,1,12,5,12
