GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
1080,8,5,0,3,5,3
1050,15,19,0,3,5,3
540,6,13,0,3,5,3
1230,1,12,0,3,5,3
840,10,2,0,3,5,3
1200,14,17,0,3,5,3
540,4,7,0,3,5,3
720,9,16,0,3,5,3
600,18,3,0,3,4,3
1170,12,17,0,4,5,4
1260,16,11,0,4,5,4
780,18,8,0,4,5,4
1230,4,14,0,4,5,4
570,5,9,0,4,5,4
990,13,2,0,4,5,4
900,15,7,0,4,4,4
1170,1,6,0,4,5,4
1020,3,10,0,4,5,4
660,17,11,0,5,5,5
990,9,18,0,5,5,5
540,2,5,0,5,5,5
690,19,7,0,5,5,5
750,8,12,0,5,5,5
810,6,3,0,5,5,5
720,13,4,0,5,5,5
630,10,15,0,5,5,5
870,1,14,0,5,5,5
780,17,1,0,6,5,6
1080,9,4,0,6,5,6
960,5,19,0,6,5,6
930,12,10,0,6,5,6
540,7,3,0,6,5,6
1080,18,16,0,6,5,6
1080,2,15,0,6,5,6
930,14,8,0,6,5,6
660,11,6,0,6,5,6
720,14,18,0,7,4,7
780,16,13,0,7,5,7
690,9,19,0,7,5,7
780,11,2,0,7,5,7
810,7,5,0,7,5,7
870,12,15,0,7,5,7
840,3,1,0,7,5,7
1020,6,4,0,7,4,7
1140,10,17,0,7,5,7
810,5,14,0,8,5,8
930,19,12,0,8,5,8
540,17,2,0,8,5,8
720,11,7,0,8,5,8
600,4,10,0,8,5,8
1170,15,9,0,8,5,8
720,3,8,0,8,5,8
1020,13,18,0,8,5,8
1020,6,16,0,8,5,8
600,8,11,0,9,5,9
660,1,13,0,9,5,9
1020,19,16,0,9,4,9
720,4,5,0,11,5,11
810,2,1,0,11,4,11
570,7,8,0,11,4,11
1020,11,10,0,11,5,11
1110,16,17,0,11,5,11
990,14,13,0,11,5,11
540,19,1,0,12,5,12
1260,2,3,0,12,5,12
900,8,9,0,12,5,12
1020,5,6,0,12,5,12
1140,12,11,0,12,5,12
780,15,14,0,12,5,12
840,17,18,0,12,5,12
690,13,12,0,13,5,13
780,16,15,0,13,4,13
1260,3,4,0,13,5,13
1260,7,6,0,13,5,13
1080,18,19,0,13,5,13
1170,10,9,0,13,5,13
750,6,1,1,3,4,3
720,14,19,1,3,4,3
660,11,9,1,3,5,3
990,5,16,1,3,5,3
1200,13,7,1,3,5,3
690,12,4,1,3,5,3
990,18,15,1,3,5,3
1050,10,8,1,3,4,3
1230,17,2,1,3,5,3
1140,6,12,1,4,5,4
1200,11,17,1,4,5,4
870,2,15,1,4,5,4
930,1,10,1,4,5,4
960,19,13,1,4,5,4
840,4,7,1,4,5,4
1020,16,18,1,4,5,4
870,8,14,1,4,5,4
810,3,5,1,4,5,4
780,14,12,1,5,5,5
810,18,3,1,5,5,5
