GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
570,1,9,0,3,5,3
1260,4,8,0,3,5,3
930,11,5,0,3,5,3
840,10,6,0,3,5,3
1170,2,12,0,3,5,3
1140,13,7,0,3,5,3
1140,9,11,0,4,5,4
540,5,2,0,4,5,4
930,13,6,0,4,5,4
600,7,4,0,4,5,4
900,10,1,0,4,5,4
720,8,12,0,4,5,4
1170,8,11,0,5,5,5
810,9,5,0,5,5,5
780,1,6,0,5,4,5
540,12,4,0,5,5,5
630,2,13,0,5,5,5
690,7,3,0,5,5,5
1170,4,6,0,6,5,6
870,13,9,0,6,5,6
690,12,3,0,6,5,6
900,5,1,0,6,5,6
780,10,2,0,6,4,6
630,11,7,0,6,5,6
600,1,4,0,7,5,7
600,11,13,0,7,5,7
750,7,10,0,7,5,7
780,9,12,0,7,5,7
1020,2,8,0,7,5,7
810,5,3,0,7,5,7
1140,10,13,0,8,5,8
870,4,9,0,8,5,8
720,6,2,0,8,5,8
990,12,7,0,8,5,8
1170,3,1,0,8,5,8
960,8,5,0,8,3,8
750,6,11,0,9,4,9
540,3,8,0,9,5,9
630,3,10,0,10,4,10
540,11,10,0,11,5,11
660,7,8,0,11,5,11
1170,2,1,0,11,5,11
780,5,4,0,11,5,11
1080,8,9,0,12,5,12
960,12,11,0,12,5,12
1080,1,13,0,12,5,12
540,6,5,0,12,5,12
1170,3,2,0,12,5,12
750,6,7,0,13,5,13
720,13,12,0,13,5,13
810,9,10,0,13,5,13
930,4,3,0,13,5,13
690,13,5,1,3,5,3
810,11,7,1,3,5,3
840,3,10,1,3,5,3
870,1,8,1,3,5,3
600,6,12,1,3,5,3
570,4,2,1,3,5,3
1230,5,9,1,4,5,4
690,2,7,1,4,5,4
780,6,10,1,4,5,4
1050,8,4,1,4,5,4
1170,1,3,1,4,5,4
540,11,13,1,4,5,4
960,6,1,1,5,5,5
720,3,8,1,5,5,5
1170,12,9,1,5,5,5
1200,7,13,1,5,5,5
540,10,2,1,5,5,5
960,11,5,1,5,5,5
960,2,12,1,6,5,6
660,1,11,1,6,5,6
1140,7,9,1,6,4,6
660,13,4,1,6,5,6
900,5,3,1,6,5,6
750,10,8,1,6,5,6
750,13,6,1,7,5,7
960,10,4,1,7,5,7
1170,3,11,1,7,5,7
750,8,12,1,7,5,7
1050,7,5,1,7,5,7
810,2,9,1,7,5,7
1110,9,11,1,8,5,8
540,12,10,1,8,5,8
1050,6,3,1,8,5,8
1170,8,2,1,8,5,8
780,4,1,1,8,5,8
570,1,5,1,9,5,9
1140,12,7,1,9,5,9
780,9,13,1,9,5,9
900,4,6,1,9,5,9
660,2,1,1,11,5,11
600,5,4,1,11,5,11
570,8,7,1,11,5,11
570,10,11,1,11,4,11
780,13,1,1,12,3,12
540,5,6,1,12,5,12
1170,11,12,1,12,5,12
1050,9,8,1,12,5,12
1140,3,2,1,12,5,12
630,7,6,1,13,5,13
630,9,10,1,13,5,13
1140,12,13,1,13,4,13
930,4,3,1,13,5,13
1140,13,6,2,3,4,3
1050,5,7,2,3,5,3
990,10,3,2,3,5,3
660,9,12,2,3,5,3
960,8,11,2,3,5,3
