GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
750,16,14,0,3,5,3
1080,1,8,0,3,5,3
990,5,12,0,3,5,3
750,6,2,0,3,5,3
1050,13,10,0,3,4,3
660,4,7,0,3,5,3
810,3,9,0,3,5,3
870,15,11,0,3,5,3
1080,8,6,0,4,5,4
600,10,16,0,4,4,4
930,13,3,0,4,5,4
990,12,1,0,4,5,4
1170,14,4,0,4,5,4
840,9,7,0,4,5,4
1020,2,15,0,4,5,4
720,11,5,0,4,4,4
810,16,11,0,5,5,5
690,8,13,0,5,5,5
1260,9,6,0,5,5,5
570,2,12,0,5,5,5
540,7,14,0,5,5,5
900,3,10,0,5,4,5
1230,5,15,0,5,5,5
1050,4,1,0,5,5,5
1020,6,10,0,6,5,6
1080,11,8,0,6,5,6
1260,13,2,0,6,5,6
990,5,9,0,6,5,6
660,15,4,0,6,5,6
840,1,14,0,6,5,6
960,12,3,0,6,5,6
750,7,16,0,6,5,6
1260,14,5,0,7,5,7
540,2,3,0,7,5,7
750,8,4,0,7,5,7
570,15,13,0,7,5,7
870,12,16,0,7,5,7
750,11,6,0,7,4,7
1170,10,7,0,7,5,7
1020,1,9,0,7,5,7
1260,16,6,0,8,5,8
960,3,7,0,8,5,8
690,4,11,0,8,5,8
600,14,15,0,8,5,8
750,10,12,0,8,5,8
1230,5,2,0,8,5,8
1230,9,8,0,8,5,8
1110,13,1,0,8,5,8
1080,1,16,0,9,5,9
960,2,8,0,9,5,9
870,6,14,0,9,5,9
1260,15,9,0,9,4,9
780,7,11,0,9,5,9
690,12,13,0,9,5,9
720,3,5,0,9,5,9
840,10,4,0,9,5,9
840,4,2,0,10,5,10
1140,6,15,0,10,3,10
960,9,13,0,10,5,10
930,8,12,0,10,5,10
810,14,3,0,10,5,10
1140,16,5,0,10,4,10
780,11,10,0,10,5,10
540,7,1,0,10,5,10
690,13,14,0,11,4,11
990,1,2,0,11,3,11
570,7,8,0,11,5,11
960,3,4,0,12,4,12
1020,9,10,0,12,5,12
1050,15,16,0,12,4,12
930,5,6,0,13,5,13
960,11,12,0,13,5,13
600,6,7,1,3,5,3
1110,4,13,1,3,5,3
690,16,3,1,3,5,3
990,15,11,1,3,5,3
570,8,1,1,3,5,3
570,10,12,1,3,5,3
660,5,9,1,3,5,3
570,14,2,1,3,5,3
570,9,8,1,4,5,4
990,12,5,1,4,5,4
1080,2,4,1,4,5,4
630,14,6,1,4,4,4
1050,1,16,1,4,5,4
840,13,11,1,4,5,4
930,7,15,1,4,5,4
750,3,10,1,4,3,4
1080,6,13,1,5,5,5
960,15,2,1,5,5,5
960,8,5,1,5,5,5
1050,11,3,1,5,5,5
690,10,1,1,5,5,5
660,7,12,1,5,5,5
930,4,16,1,5,5,5
690,9,14,1,5,5,5
900,4,7,1,6,5,6
660,6,9,1,6,5,6
600,13,2,1,6,5,6
750,3,8,1,6,5,6
1020,5,16,1,6,4,6
1050,10,14,1,6,5,6
1260,1,11,1,6,5,6
900,12,15,1,6,5,6
720,2,8,1,7,5,7
1050,5,1,1,7,5,7
630,13,12,1,7,5,7
630,15,10,1,7,5,7
690,9,4,1,7,5,7
720,16,6,1,7,5,7
660,3,7,1,7,5,7
1080,11,14,1,7,5,7
990,16,7,1,8,5,8
780,2,9,1,8,5,8
1170,8,15,1,8,4,8
930,3,6,1,8,5,8
900,13,5,1,8,5,8
1110,14,1,1,8,5,8
1260,11,10,1,8,5,8
840,12,4,1,8,5,8
1140,15,4,1,9,5,9
540,10,5,1,9,4,9
1110,1,6,1,9,4,9
570,11,9,1,9,5,9
990,7,2,1,9,5,9
750,12,16,1,9,5,9
690,14,3,1,9,4,9
1170,8,13,1,9,5,9
780,7,13,1,10,5,10
930,2,10,1,10,5,10
1080,1,15,1,10,5,10
750,6,12,1,10,5,10
1200,4,8,1,10,5,10
1080,9,3,1,10,5,10
540,5,11,1,10,5,10
930,16,14,1,10,5,10
960,14,13,1,11,5,11
1230,8,7,1,11,3,11
840,2,1,1,11,5,11
1020,4,3,1,12,5,12
1110,16,15,1,12,5,12
870,10,9,1,12,5,12
1170,6,5,1,13,5,13
810,12,11,1,13,5,13
1080,1,8,2,3,5,3
660,5,11,2,3,5,3
750,12,4,2,3,5,3
990,3,9,2,3,5,3
780,2,10,2,3,5,3
690,6,13,2,3,5,3
720,14,16,2,3,5,3
600,15,7,2,3,5,3
1020,2,5,2,4,5,4
810,13,10,2,4,5,4
960,16,7,2,4,5,4
810,11,4,2,4,5,4
570,8,15,2,4,5,4
600,14,3,2,4,5,4
1110,9,6,2,4,5,4
570,1,12,2,4,5,4
870,8,14,2,5,5,5
660,3,13,2,5,5,5
810,15,2,2,5,5,5
720,11,1,2,5,5,5
810,4,9,2,5,4,5
660,10,12,2,5,5,5
