GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
1200,9,17,0,3,5,3
1260,6,11,0,3,5,3
720,1,5,0,3,5,3
570,2,13,0,3,5,3
690,8,16,0,3,5,3
1170,3,7,0,3,5,3
1050,4,14,0,3,5,3
1110,12,18,0,3,5,3
1200,15,10,0,3,5,3
1080,12,8,0,4,5,4
1140,10,18,0,4,4,4
1110,9,7,0,4,5,4
1200,16,3,0,4,5,4
960,6,1,0,4,5,4
1170,11,17,0,4,5,4
1020,13,4,0,4,5,4
1230,2,15,0,4,5,4
1020,14,5,0,4,5,4
690,14,17,0,5,5,5
1050,1,13,0,5,5,5
660,12,15,0,5,5,5
660,3,11,0,5,5,5
1170,8,6,0,5,4,5
630,7,5,0,5,5,5
600,2,9,0,5,5,5
660,18,4,0,5,4,5
1080,16,10,0,5,5,5
570,5,15,0,6,5,6
1080,4,6,0,6,3,6
1140,11,9,0,6,5,6
1230,10,3,0,6,5,6
1230,14,18,0,6,5,6
900,17,8,0,6,5,6
1230,13,16,0,6,5,6
780,12,2,0,6,5,6
540,1,7,0,6,5,6
990,9,13,0,7,5,7
690,5,18,0,7,5,7
600,6,2,0,7,5,7
1080,8,15,0,7,5,7
990,17,12,0,7,5,7
750,16,4,0,7,5,7
1080,7,10,0,7,5,7
630,1,3,0,7,5,7
870,11,14,0,7,5,7
1230,18,8,0,8,5,8
720,13,10,0,8,5,8
1080,9,6,0,8,5,8
1170,3,5,0,8,5,8
660,16,11,0,8,5,8
660,15,17,0,8,3,8
1110,14,1,0,8,5,8
630,7,12,0,8,5,8
1050,4,2,0,8,4,8
720,5,9,0,9,5,9
1200,2,16,0,9,5,9
1050,10,14,0,9,5,9
990,17,3,0,9,5,9
660,4,12,0,9,5,9
600,6,13,0,9,5,9
1200,18,7,0,9,5,9
600,8,1,0,9,5,9
1080,15,11,0,9,5,9
1230,1,2,0,11,5,11
1230,7,6,0,11,5,11
1230,10,9,0,11,5,11
780,13,12,0,11,5,11
930,3,4,0,11,5,11
1110,15,16,0,11,5,11
810,13,14,0,12,5,12
1170,5,4,0,12,5,12
660,7,8,0,12,5,12
900,17,16,0,12,5,12
810,18,1,0,12,5,12
1050,11,10,0,12,5,12
960,11,12,0,13,5,13
1200,9,8,0,13,5,13
1200,15,14,0,13,5,13
840,5,6,0,13,5,13
720,3,2,0,13,5,13
1230,17,18,0,13,5,13
570,13,18,1,3,5,3
750,1,7,1,3,5,3
570,12,5,1,3,5,3
1170,17,6,1,3,5,3
1140,10,4,1,3,4,3
930,3,9,1,3,5,3
870,11,14,1,3,5,3
720,8,16,1,3,5,3
810,15,2,1,3,5,3
840,4,2,1,4,4,4
630,16,12,1,4,5,4
1020,1,9,1,4,5,4
600,13,10,1,4,4,4
1260,6,11,1,4,5,4
1200,7,18,1,4,5,4
720,14,5,1,4,5,4
660,3,8,1,4,5,4
540,15,17,1,4,5,4
570,2,13,1,5,5,5
1170,17,14,1,5,5,5
1170,9,6,1,5,5,5
1110,18,8,1,5,5,5
1080,5,1,1,5,4,5
1170,10,16,1,5,5,5
1020,4,7,1,5,5,5
1260,15,3,1,5,5,5
1020,5,13,1,6,5,6
690,9,4,1,6,5,6
750,8,15,1,6,5,6
1110,7,14,1,6,5,6
900,2,6,1,6,5,6
1230,16,3,1,6,5,6
1170,11,18,1,6,5,6
690,1,12,1,6,5,6
1080,10,17,1,6,5,6
540,12,9,1,7,5,7
1110,10,15,1,7,5,7
1110,7,11,1,7,5,7
1140,18,6,1,7,5,7
1020,17,13,1,7,5,7
840,8,5,1,7,5,7
870,16,1,1,7,5,7
1110,14,2,1,7,5,7
540,7,5,1,8,5,8
780,6,14,1,8,5,8
960,18,16,1,8,5,8
840,13,1,1,8,4,8
1110,11,8,1,8,5,8
990,17,3,1,8,5,8
840,9,15,1,8,5,8
630,2,10,1,8,5,8
780,4,12,1,8,5,8
630,1,11,1,9,5,9
840,13,7,1,9,5,9
810,5,10,1,9,5,9
540,2,17,1,9,5,9
1260,4,8,1,9,4,9
810,14,9,1,9,5,9
960,3,18,1,9,5,9
840,15,12,1,9,5,9
750,6,16,1,9,5,9
750,11,4,1,10,5,10
690,12,3,1,10,5,10
690,2,1,1,11,5,11
720,12,13,1,11,5,11
1080,16,15,1,11,5,11
630,6,7,1,11,3,11
660,9,10,1,11,5,11
810,4,3,1,11,5,11
960,14,13,1,12,5,12
960,16,17,1,12,5,12
1080,18,1,1,12,5,12
1080,5,4,1,12,5,12
1260,10,11,1,12,5,12
1020,8,7,1,12,5,12
900,6,5,1,13,5,13
930,12,11,1,13,5,13
810,3,2,1,13,4,13
