GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
630,13,9,0,3,4,3
630,17,3,0,3,5,3
900,14,1,0,3,5,3
570,10,2,0,3,5,3
630,8,15,0,3,5,3
900,7,16,0,3,5,3
810,4,6,0,3,5,3
570,11,5,0,3,5,3
720,12,7,0,4,4,4
1020,2,4,0,4,5,4
990,15,6,0,4,5,4
540,1,16,0,4,5,4
600,9,5,0,4,5,4
600,11,14,0,4,5,4
780,17,10,0,4,5,4
1170,3,13,0,4,5,4
1200,1,13,0,5,5,5
840,7,17,0,5,5,5
600,16,8,0,5,5,5
1020,10,12,0,5,5,5
780,5,3,0,5,5,5
1170,2,15,0,5,5,5
630,9,11,0,5,5,5
960,4,14,0,5,5,5
690,8,1,0,6,3,6
600,13,4,0,6,5,6
870,15,17,0,6,5,6
1200,14,2,0,6,5,6
720,3,10,0,6,5,6
990,16,11,0,6,5,6
960,5,7,0,6,5,6
1200,12,9,0,6,5,6
930,1,10,0,7,5,7
1230,11,4,0,7,5,7
1110,16,2,0,7,3,7
990,5,12,0,7,5,7
1260,3,6,0,7,5,7
990,15,13,0,7,5,7
600,7,9,0,7,4,7
1230,17,8,0,7,5,7
1020,13,7,0,8,4,8
1140,4,15,0,8,5,8
660,14,3,0,8,5,8
1110,2,5,0,8,5,8
930,12,1,0,8,5,8
1170,8,11,0,8,5,8
1200,10,6,0,8,5,8
750,9,17,0,8,5,8
630,12,14,0,9,5,9
1020,6,16,0,9,5,9
720,6,8,0,10,3,10
840,10,11,0,11,5,11
840,17,16,0,11,5,11
570,14,13,0,11,5,11
1020,2,1,0,11,5,11
630,5,4,0,11,5,11
690,7,8,0,11,5,11
990,15,14,0,12,5,12
1260,11,12,0,12,5,12
600,6,5,0,12,5,12
720,3,2,0,12,5,12
1080,8,9,0,12,5,12
930,1,17,0,12,5,12
930,4,3,0,13,5,13
630,9,10,0,13,4,13
1110,13,12,0,13,5,13
1260,6,7,0,13,5,13
930,16,15,0,13,5,13
990,6,11,1,3,5,3
720,5,14,1,3,5,3
720,8,4,1,3,5,3
900,9,2,1,3,5,3
1050,13,10,1,3,5,3
900,7,17,1,3,5,3
1140,15,1,1,3,5,3
1140,16,12,1,3,5,3
600,12,5,1,4,4,4
840,14,3,1,4,5,4
1020,13,8,1,4,5,4
630,4,15,1,4,5,4
1020,11,1,1,4,5,4
600,10,6,1,4,5,4
1200,2,17,1,4,5,4
960,9,16,1,4,5,4
660,3,9,1,5,5,5
1170,8,16,1,5,5,5
540,2,10,1,5,5,5
1050,13,6,1,5,5,5
1230,4,14,1,5,5,5
1140,11,5,1,5,5,5
1110,1,7,1,5,3,5
810,17,15,1,5,4,5
660,11,8,1,6,5,6
1110,16,14,1,6,5,6
1200,10,7,1,6,5,6
570,9,13,1,6,5,6
810,15,2,1,6,5,6
750,6,4,1,6,5,6
900,5,1,1,6,5,6
570,12,3,1,6,5,6
930,14,9,1,7,5,7
1200,15,7,1,7,5,7
1140,3,6,1,7,5,7
570,2,12,1,7,5,7
870,17,5,1,7,5,7
750,16,11,1,7,5,7
1080,8,10,1,7,5,7
1050,1,4,1,7,5,7
1170,6,15,1,8,5,8
1020,14,11,1,8,5,8
1260,4,2,1,8,5,8
1260,1,8,1,8,5,8
1020,7,16,1,8,5,8
930,5,10,1,8,5,8
600,12,9,1,8,5,8
840,13,3,1,8,5,8
900,7,12,1,9,5,9
1140,17,13,1,9,5,9
1080,3,17,1,10,5,10
600,2,1,1,11,5,11
540,10,11,1,11,4,11
1020,5,4,1,11,5,11
1260,8,7,1,11,5,11
1200,14,13,1,11,5,11
1050,17,16,1,11,4,11
660,15,14,1,12,5,12
690,1,17,1,12,5,12
990,6,5,1,12,5,12
600,9,8,1,12,5,12
1110,3,2,1,12,5,12
870,11,12,1,12,5,12
660,16,15,1,13,5,13
1050,12,13,1,13,5,13
1110,7,6,1,13,5,13
960,10,9,1,13,5,13
1080,4,3,1,13,5,13
750,9,16,2,3,5,3
1080,8,12,2,3,5,3
1050,3,11,2,3,5,3
540,6,1,2,3,5,3
690,4,7,2,3,4,3
840,13,17,2,3,5,3
960,15,10,2,3,5,3
1110,14,5,2,3,4,3
960,12,1,2,4,5,4
540,10,16,2,4,5,4
1140,17,3,2,4,5,4
1140,11,4,2,4,5,4
1020,13,8,2,4,5,4
570,2,7,2,4,5,4
1020,5,15,2,4,4,4
1260,14,6,2,4,5,4
990,13,3,2,5,5,5
600,7,10,2,5,5,5
750,15,8,2,5,4,5
960,4,2,2,5,4,5
810,17,9,2,5,5,5
690,6,12,2,5,5,5
1170,1,14,2,5,5,5
660,5,11,2,5,5,5
1110,6,9,2,6,5,6
1110,12,5,2,6,5,6
720,8,4,2,6,5,6
540,1,16,2,6,4,6
900,2,14,2,6,5,6
660,10,17,2,6,5,6
1170,7,3,2,6,5,6
1140,11,15,2,6,5,6
840,14,8,2,7,3,7
1080,10,13,2,7,5,7
870,7,9,2,7,5,7
810,2,6,2,7,5,7
930,16,5,2,7,5,7
1140,15,1,2,7,5,7
960,17,11,2,7,5,7
1230,3,12,2,7,5,7
1170,3,10,2,8,5,8
1080,13,4,2,8,5,8
1200,12,15,2,8,5,8
1020,11,14,2,8,5,8
810,2,9,2,8,5,8
1110,5,17,2,8,5,8
1200,1,7,2,8,5,8
690,8,16,2,8,5,8
570,9,13,2,9,5,9
720,16,2,2,9,5,9
570,4,6,2,9,5,9
840,14,13,2,11,5,11
1170,5,4,2,11,5,11
1020,16,17,2,11,5,11
1260,1,2,2,11,5,11
1170,8,7,2,11,5,11
690,10,11,2,11,4,11
1080,3,2,2,12,5,12
1050,17,1,2,12,5,12
780,15,14,2,12,5,12
1260,9,8,2,12,5,12
750,11,12,2,12,3,12
1170,6,5,2,12,5,12
1230,9,10,2,13,4,13
750,7,6,2,13,5,13
780,16,15,2,13,5,13
540,4,3,2,13,5,13
630,12,13,2,13,5,13
540,13,3,3,3,5,3
690,4,2,3,3,5,3
1170,7,1,3,3,5,3
660,8,17,3,3,5,3
1140,14,6,3,3,5,3
1050,10,5,3,3,5,3
810,11,15,3,3,5,3
660,16,12,3,3,5,3
780,6,10,3,4,5,4
900,13,11,3,4,5,4
630,3,12,3,4,5,4
1110,1,9,3,4,4,4
1110,15,17,3,4,5,4
630,4,16,3,4,5,4
1170,5,7,3,4,5,4
840,2,14,3,4,5,4
1020,11,6,3,5,5,5
960,16,8,3,5,5,5
930,10,1,3,5,4,5
870,13,15,3,5,5,5
840,17,12,3,5,5,5
1200,3,5,3,5,5,5
1260,2,9,3,5,5,5
900,7,4,3,5,5,5
930,12,5,3,6,5,6
660,15,3,3,6,5,6
