GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
930,1,8,0,3,5,3
1200,10,12,0,3,5,3
690,4,6,0,3,5,3
660,2,9,0,3,5,3
1110,3,14,0,3,4,3
1170,7,11,0,3,5,3
990,13,5,0,3,5,3
1260,9,14,0,4,5,4
630,6,13,0,4,5,4
1020,8,11,0,4,5,4
630,1,4,0,4,5,4
810,5,3,0,4,5,4
990,12,7,0,4,5,4
1230,2,10,0,4,5,4
660,5,1,0,5,5,5
630,11,10,0,5,5,5
900,6,7,0,5,5,5
1140,4,2,0,5,5,5
960,3,13,0,5,5,5
870,9,8,0,5,5,5
1050,14,12,0,5,5,5
1230,14,5,0,6,5,6
960,12,1,0,6,5,6
1170,7,4,0,6,4,6
660,11,6,0,6,5,6
810,13,9,0,6,5,6
720,10,3,0,6,5,6
900,8,2,0,6,5,6
750,10,1,0,7,5,7
1170,7,5,0,7,5,7
540,13,2,0,7,5,7
780,9,11,0,7,5,7
1080,6,8,0,7,5,7
960,14,4,0,7,4,7
600,3,12,0,7,5,7
930,14,6,0,8,5,8
570,1,13,0,8,5,8
540,8,5,0,8,5,8
900,12,9,0,8,5,8
930,11,3,0,8,5,8
660,4,10,0,8,5,8
930,2,7,0,8,5,8
810,12,4,0,9,5,9
870,7,13,0,9,5,9
660,8,14,0,9,5,9
870,6,10,0,9,5,9
870,5,2,0,9,5,9
1230,1,3,0,9,5,9
630,3,6,0,10,5,10
600,4,8,0,10,5,10
690,5,9,0,10,5,10
540,2,12,0,10,5,10
540,11,14,0,10,3,10
690,10,7,0,10,5,10
570,1,2,0,11,5,11
750,7,8,0,11,5,11
1080,13,14,0,11,5,11
1020,3,4,0,12,5,12
1170,9,10,0,12,5,12
720,5,6,0,13,5,13
1230,11,12,0,13,5,13
780,9,1,0,14,5,14
990,13,11,0,14,5,14
1230,13,10,1,3,5,3
630,4,12,1,3,5,3
1170,3,1,1,3,5,3
1020,2,8,1,3,5,3
1170,5,14,1,3,5,3
600,9,7,1,3,5,3
900,6,11,1,3,5,3
1170,14,4,1,4,4,4
1170,8,6,1,4,3,4
690,7,2,1,4,5,4
690,11,9,1,4,5,4
1260,1,13,1,4,5,4
660,12,5,1,4,5,4
1200,10,3,1,4,5,4
930,10,8,1,5,5,5
630,9,13,1,5,5,5
1260,6,12,1,5,5,5
840,2,5,1,5,5,5
1050,11,14,1,5,5,5
750,4,1,1,5,5,5
690,7,3,1,5,5,5
900,13,11,1,6,5,6
900,5,10,1,6,5,6
630,14,7,1,6,5,6
570,8,1,1,6,5,6
870,3,6,1,6,5,6
810,4,2,1,6,5,6
720,12,9,1,6,5,6
1230,14,9,1,7,5,7
780,1,11,1,7,5,7
1050,13,4,1,7,5,7
960,3,2,1,7,5,7
600,6,10,1,7,5,7
1020,5,7,1,7,5,7
720,12,8,1,7,5,7
540,12,3,1,8,5,8
990,10,14,1,8,5,8
960,1,5,1,8,5,8
1230,2,13,1,8,5,8
780,11,7,1,8,5,8
570,9,6,1,8,5,8
1080,8,4,1,8,5,8
1080,6,4,1,9,5,9
840,5,8,1,9,5,9
720,7,13,1,9,5,9
750,9,3,1,9,5,9
750,14,2,1,9,5,9
1200,10,12,1,9,5,9
930,13,6,1,10,5,10
1170,11,5,1,10,5,10
1110,7,1,1,10,5,10
1200,2,12,1,10,4,10
1110,8,14,1,10,5,10
1020,4,9,1,10,5,10
660,8,7,1,11,5,11
900,14,13,1,11,5,11
570,2,1,1,11,5,11
1050,4,3,1,12,5,12
990,10,9,1,12,5,12
780,12,11,1,13,5,13
1050,6,5,1,13,5,13
660,3,11,1,14,5,14
1170,1,10,1,14,5,14
630,7,1,2,1,5,1
1080,14,7,2,3,5,3
720,10,11,2,3,5,3
810,8,3,2,3,5,3
660,9,6,2,3,5,3
960,1,12,2,3,5,3
1230,5,2,2,3,5,3
1080,4,13,2,3,3,3
930,11,3,2,4,5,4
780,14,8,2,4,5,4
1260,2,7,2,4,5,4
750,6,13,2,4,5,4
600,9,5,2,4,5,4
690,10,1,2,4,5,4
570,12,4,2,4,4,4
1080,1,8,2,5,5,5
990,13,12,2,5,5,5
780,11,14,2,5,4,5
570,4,2,2,5,4,5
870,3,5,2,5,5,5
1050,7,10,2,5,5,5
1230,4,9,2,6,4,6
900,7,11,2,6,5,6
630,12,14,2,6,5,6
840,13,8,2,6,5,6
540,5,10,2,6,5,6
960,2,6,2,6,5,6
1230,3,1,2,6,5,6
780,7,13,2,7,5,7
1200,12,3,2,7,4,7
930,11,2,2,7,5,7
1260,6,4,2,7,5,7
870,8,5,2,7,5,7
600,1,9,2,7,5,7
960,14,10,2,7,5,7
1230,3,9,2,8,3,8
600,2,10,2,8,5,8
900,5,12,2,8,5,8
1080,14,4,2,8,5,8
1230,1,6,2,8,5,8
870,8,11,2,8,5,8
690,13,1,2,9,5,9
720,10,6,2,9,5,9
1200,3,14,2,9,5,9
720,12,9,2,9,5,9
1260,11,5,2,9,5,9
990,8,4,2,9,5,9
1020,2,13,2,10,4,10
810,4,11,2,10,5,10
870,6,8,2,10,5,10
960,5,7,2,10,5,10
570,9,14,2,10,5,10
1200,10,12,2,10,4,10
780,7,8,2,11,5,11
990,13,14,2,11,5,11
1110,1,2,2,11,5,11
750,9,10,2,12,4,12
1050,3,4,2,12,5,12
720,11,12,2,13,5,13
810,5,6,2,13,4,13
1170,13,3,2,14,5,14
990,6,7,2,14,5,14
630,9,2,2,14,4,14
810,12,6,3,3,5,3
840,5,11,3,3,4,3
630,13,4,3,3,5,3
900,2,10,3,3,5,3
690,8,1,3,3,5,3
780,7,14,3,3,5,3
660,3,9,3,3,5,3
570,9,2,3,4,5,4
690,11,6,3,4,4,4
600,1,10,3,4,5,4
990,7,3,3,4,5,4
1020,14,5,3,4,5,4
840,4,12,3,4,5,4
900,8,13,3,4,5,4
1200,6,4,3,5,4,5
690,11,14,3,5,5,5
1140,10,7,3,5,5,5
780,2,12,3,5,3,5
810,13,3,3,5,5,5
630,1,5,3,5,5,5
930,9,8,3,5,5,5
720,4,9,3,6,5,6
810,3,2,3,6,5,6
780,10,8,3,6,5,6
870,6,14,3,6,5,6
1230,12,1,3,6,5,6
1020,13,11,3,6,5,6
1050,5,7,3,6,5,6
780,2,5,3,7,5,7
1200,7,1,3,7,5,7
1170,3,6,3,7,5,7
1170,14,9,3,7,5,7
630,12,13,3,7,5,7
660,4,8,3,7,4,7
1230,10,11,3,7,5,7
1260,3,10,3,8,5,8
1050,14,8,3,8,5,8
1200,12,7,3,8,5,8
780,1,13,3,8,5,8
720,4,2,3,8,5,8
540,9,6,3,8,5,8
720,5,12,3,9,5,9
1140,10,14,3,9,5,9
1200,1,3,3,9,5,9
1170,13,9,3,9,5,9
930,11,4,3,9,5,9
960,8,2,3,9,5,9
870,6,7,3,9,5,9
1110,6,13,3,10,5,10
840,7,4,3,10,5,10
630,9,1,3,10,5,10
660,2,11,3,10,5,10
1080,14,12,3,10,5,10
840,8,5,3,10,5,10
1200,8,7,3,11,5,11
1050,2,1,3,11,5,11
1260,14,13,3,11,5,11
810,10,9,3,12,5,12
930,4,3,3,12,5,12
1080,12,11,3,13,5,13
630,6,5,3,13,4,13
1050,5,10,3,14,5,14
1110,11,3,3,14,5,14
