GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
630,8,20,0,3,5,3
930,14,11,0,3,5,3
660,12,19,0,3,5,3
720,23,17,0,3,5,3
1170,16,4,0,3,4,3
780,13,18,0,3,5,3
570,10,5,0,3,5,3
600,1,9,0,3,5,3
690,2,22,0,3,5,3
810,6,3,0,3,5,3
720,21,15,0,3,4,3
690,6,12,1,3,5,3
720,15,23,1,3,5,3
1050,1,19,1,3,5,3
870,22,11,1,3,5,3
900,21,5,1,3,5,3
810,4,7,1,3,5,3
1230,8,18,1,3,5,3
750,20,16,1,3,5,3
660,10,2,1,3,5,3
1140,17,13,1,3,5,3
720,3,9,1,3,5,3
780,12,14,2,3,5,3
1020,17,1,2,3,5,3
750,13,11,2,3,5,3
1170,7,15,2,3,5,3
750,4,21,2,3,5,3
690,6,10,2,3,5,3
1020,9,19,2,3,5,3
780,18,23,2,3,5,3
1110,16,5,2,3,5,3
750,8,2,2,3,5,3
630,20,3,2,3,4,3
1230,18,12,3,3,5,3
780,13,17,3,3,5,3
540,6,3,3,3,5,3
720,11,1,3,3,5,3
990,5,8,3,3,5,3
600,7,20,3,3,5,3
1140,2,9,3,3,5,3
870,14,21,3,3,5,3
600,22,10,3,3,5,3
660,4,23,3,3,5,3
1200,19,16,3,3,5,3
1260,20,18,0,4,5,4
600,15,13,0,4,5,4
1200,19,10,0,4,4,4
630,16,11,0,4,5,4
690,3,7,0,4,5,4
840,4,22,0,4,5,4
540,5,23,0,4,5,4
630,6,21,0,4,5,4
780,2,8,0,4,5,4
600,14,17,0,4,5,4
930,9,12,0,4,5,4
1170,19,9,1,4,5,4
630,21,11,1,4,5,4
720,22,12,1,4,4,4
1200,3,16,1,4,5,4
660,13,1,1,4,5,4
750,5,7,1,4,5,4
1200,20,23,1,4,3,4
1140,18,10,1,4,5,4
780,17,2,1,4,5,4
1170,6,14,1,4,5,4
1080,8,4,1,4,5,4
960,7,3,2,4,5,4
810,19,13,2,4,5,4
990,14,6,2,4,5,4
540,11,23,2,4,4,4
1080,20,18,2,4,5,4
1170,4,10,2,4,5,4
1260,17,15,2,4,5,4
660,8,12,2,4,5,4
1110,16,9,2,4,5,4
1140,2,22,2,4,5,4
870,21,5,2,4,4,4
690,1,18,3,4,5,4
870,21,17,3,4,5,4
1170,3,9,3,4,5,4
1230,23,19,3,4,5,4
1110,22,4,3,4,5,4
1020,15,13,3,4,5,4
1170,8,6,3,4,5,4
750,11,7,3,4,5,4
780,20,14,3,4,4,4
