GTOD,GATG,GHTG,SESI,SEWN,GDAT,SEWT
930,1,9,0,2,5,2
930,3,11,0,2,5,2
1080,5,13,0,2,5,2
930,7,15,0,2,4,2
1200,2,10,0,3,5,3
1200,4,12,0,3,4,3
1200,6,14,0,3,5,3
750,8,16,0,3,5,3
1200,13,1,0,4,5,4
1080,14,2,0,4,5,4
1200,15,3,0,4,5,4
1200,16,4,0,4,5,4
1200,9,5,0,4,4,4
1080,10,6,0,4,5,4
1080,11,7,0,4,5,4
930,12,8,0,4,5,4
1200,1,5,0,5,5,5
1080,2,6,0,5,5,5
1200,3,7,0,5,4,5
750,4,8,0,5,5,5
1200,9,13,0,5,5,5
1080,10,14,0,5,5,5
1080,11,15,0,5,5,5
930,12,16,0,5,5,5
930,10,1,0,6,5,6
1080,9,2,0,6,5,6
1080,12,3,0,6,5,6
930,11,4,0,6,5,6
750,13,6,0,6,5,6
930,14,5,0,6,5,6
750,15,8,0,6,5,6
750,16,7,0,6,5,6
930,1,14,0,8,5,8
750,2,13,0,8,5,8
1080,3,16,0,8,5,8
930,4,15,0,8,5,8
750,5,10,0,8,5,8
1080,6,9,0,8,5,8
1200,7,12,0,8,5,8
1080,8,11,0,8,5,8
1080,5,2,0,9,5,9
750,6,1,0,9,5,9
1200,7,4,0,9,5,9
1080,8,3,0,9,5,9
930,13,10,0,9,5,9
930,14,9,0,9,5,9
1080,15,12,0,9,5,9
930,16,11,0,9,5,9
750,1,2,0,10,5,10
930,3,4,0,10,4,10
930,5,6,0,10,5,10
1080,7,8,0,10,5,10
750,9,10,0,10,5,10
1200,11,12,0,10,5,10
1080,13,14,0,10,5,10
1200,15,16,0,10,5,10
750,3,1,0,12,5,12
1200,4,2,0,12,5,12
1200,7,5,0,12,5,12
750,8,6,0,12,4,12
930,11,9,0,12,5,12
1080,12,10,0,12,5,12
1200,15,13,0,12,5,12
1200,16,14,0,12,5,12
750,1,4,0,13,5,13
750,2,3,0,13,4,13
930,5,8,0,13,5,13
1080,6,7,0,13,5,13
930,9,12,0,13,5,13
1200,10,11,0,14,5,13
1200,13,16,0,14,5,13
1080,14,15,0,15,5,13
1200,2,14,1,2,5,2
1200,4,16,1,2,5,2
1200,6,10,1,2,5,2
1200,8,12,1,2,5,2
1080,1,13,1,3,5,3
1080,3,15,1,3,5,3
750,5,9,1,3,5,3
750,7,11,1,3,5,3
930,9,1,1,4,5,4
930,10,2,1,4,5,4
750,11,3,1,4,4,4
1200,12,4,1,4,5,4
1200,13,5,1,4,5,4
1080,14,6,1,4,5,4
1080,15,7,1,4,5,4
1080,16,8,1,4,5,4
1080,1,10,1,5,5,5
1200,3,12,1,5,5,5
1200,6,13,1,5,5,5
930,8,15,1,5,5,5
1200,2,9,1,6,5,6
1200,4,11,1,6,5,6
930,5,14,1,6,5,6
750,7,16,1,6,5,6
1200,5,1,1,7,5,7
930,6,2,1,7,5,7
750,7,3,1,7,4,7
750,8,4,1,7,5,7
1080,13,9,1,7,5,7
1200,14,10,1,7,5,7
1080,15,11,1,7,5,7
930,16,12,1,7,5,7
1200,14,1,1,8,5,8
750,13,2,1,8,5,8
750,16,3,1,8,5,8
1200,15,4,1,8,5,8
750,10,5,1,8,5,8
750,9,6,1,8,5,8
930,12,7,1,8,5,8
750,11,8,1,8,5,8
930,2,5,1,9,5,9
1080,1,6,1,9,5,9
1200,4,7,1,9,5,9
750,3,8,1,9,5,9
1200,10,13,1,9,5,9
